id t0 tc mz1 mz2 s1 s1x s1y s1z s2 s2x s2y s2z lambda1 lambda2 z distMpc ra decl psi inc phi0 snrET_Opt snrCE_Opt type
51135 1001949690.2843 1001949705.78955 84.68766 79.52058 0.1582 -0.010581 -0.013272 0.157287 0.1914 0.017283 0.011092 0.190295 0.0 0.0 4.58 43010.8793 1.860267 0.710177 4.103819 0.688653 3.41392 11.739854 44.295469 3
51136 1001949701.77828 1001949708.94075 138.965498 134.985579 0.1421 -0.119443 0.074449 0.019575 0.176 0.091099 -0.148624 0.024245 0.0 0.0 7.5041 76366.9823 -0.92609 -0.010248 0.541497 2.531505 3.710098 12.449165 39.001671 3
51140 1001949956.24154 1001949963.42697 157.605269 112.162277 0.1944 0.138108 -0.033869 -0.132554 0.0548 -0.000841 -0.017561 0.051903 0.0 0.0 4.9967 47641.4574 2.152139 0.580268 1.573195 1.816301 2.686781 4.379807 38.907997 3
51146 1001950168.09834 1001950199.82185 50.638754 40.127707 0.1637 -0.008907 -0.033156 -0.160059 0.2069 -0.19043 0.000171 0.080894 0.0 0.0 2.149 17382.4467 1.163705 0.753208 6.125806 2.000133 1.576735 13.615467 42.316014 3
51160 1001951005.21189 1001951069.04405 27.408506 27.222492 0.2336 -0.015129 0.026179 0.231635 0.1307 0.016658 -0.002953 0.129601 0.0 0.0 0.7886 5072.5735 -2.333781 0.227602 1.51506 1.974493 1.727712 57.024389 49.382632 3
51164 1001951169.67808 1001951233.47105 37.890901 30.593458 0.0958 -0.027997 0.040183 0.082335 0.2173 -0.09832 0.051707 0.186759 0.0 0.0 2.4278 20156.3551 -0.62154 1.144371 0.644851 1.446103 0.638661 12.842528 17.313637 3
51165 1001951315.51137 1001951331.00673 85.716046 79.154523 0.1602 0.05303 -0.059569 0.138937 0.1331 -0.075501 -0.107358 0.022124 0.0 0.0 3.4758 31025.2326 -1.903972 0.640134 5.693378 2.035866 5.028647 29.304858 14.332959 3
51178 1001951820.17422 1001951827.00625 243.182886 127.525428 0.7284 -0.375638 0.35179 0.515468 0.1233 -0.106964 -0.061003 -0.006348 0.0 0.0 2.0147 16067.0029 0.801619 -0.460316 0.192895 2.253446 0.514868 91.481783 130.221473 3
51179 1001951840.4384 1001951847.62761 142.170627 120.241025 0.1912 -0.050337 0.03442 0.181215 0.1471 0.034264 0.032046 0.139418 0.0 0.0 4.9014 46578.2518 1.168226 -1.178716 0.173591 1.172266 3.861677 19.737465 23.460192 3
51184 1001952027.50433 1001952059.15899 61.318396 51.616082 0.2564 0.135159 0.044951 0.213196 0.1002 0.054445 0.063599 -0.055055 0.0 0.0 1.7554 13576.9481 -0.247552 -0.463392 5.518384 1.019133 4.758854 23.915669 86.566378 3
51192 1001952370.69723 1001952386.05172 167.115053 49.299708 0.1399 0.116896 -0.075912 0.01203 0.0708 0.028291 -0.060158 -0.024357 0.0 0.0 4.6867 44191.4104 1.197632 -0.948809 5.773246 1.572514 1.911457 12.832776 13.822011 3
51196 1001952355.52161 1001952419.36292 29.708088 22.431103 0.129 -0.021788 -0.085646 0.093974 0.1744 -0.060214 0.046908 0.15681 0.0 0.0 0.6643 4113.4697 -0.041344 -1.164481 3.106728 2.148081 3.893943 72.00285 151.635847 3
51197 1001952421.30301 1001952436.75675 91.610464 88.037006 0.2362 -0.055197 -0.009218 0.229475 0.1542 -0.035903 0.006758 0.14981 0.0 0.0 5.3698 51827.5275 -1.928258 1.001385 5.863006 0.147787 4.928739 36.522999 28.222397 3
51201 1001952550.62636 1001952557.96779 116.145194 100.589937 0.2923 0.101673 0.034224 0.271902 0.1745 -0.061316 -0.018493 0.162322 0.0 0.0 4.437 41434.2808 0.188439 0.81059 1.725886 1.027874 2.318766 13.670158 23.845033 3
51209 1001952941.49786 1001953005.30194 33.079327 31.825401 0.0905 -0.015378 0.051774 0.072617 0.162 -0.007427 -0.096395 0.129988 0.0 0.0 2.9606 25605.8696 2.730592 0.039037 3.971037 2.504871 2.572029 12.096752 37.000345 3
51226 1001953353.4469 1001953368.89063 97.751787 86.91822 0.2757 -0.156557 0.01413 0.226497 0.1405 -0.121988 -0.069672 -0.002262 0.0 0.0 2.6397 22302.5112 0.677786 -0.548506 5.409915 2.153599 3.678798 36.459585 39.102275 3
51258 1001954393.13259 1001954424.81789 55.315104 47.905085 0.2184 0.051353 0.024517 0.210856 0.1835 -0.04139 -0.023935 0.177162 0.0 0.0 2.9103 25084.1534 2.049082 0.422104 4.784556 1.511358 5.669733 9.216835 31.28123 3
51272 1001954831.73784 1001954863.42192 51.222502 49.492852 0.3356 0.047191 0.014902 0.331931 0.3024 0.031919 -0.031139 0.299094 0.0 0.0 2.7683 23619.0372 0.304387 -1.171662 2.601106 1.807145 3.522989 15.302965 26.459318 3
51282 1001955128.57009 1001955144.03517 91.30144 77.473203 0.7303 -0.0998 0.607283 -0.393173 0.1808 -0.034201 -0.173944 0.035529 0.0 0.0 1.0321 7061.2853 3.134092 0.838567 2.457904 1.512546 1.616877 46.450628 132.086366 3
51288 1001955358.3337 1001955361.23104 209.880945 155.548118 0.1767 -0.115764 -0.071028 0.113033 0.0882 -0.045834 -0.049952 0.056421 0.0 0.0 5.2294 50247.9896 -2.144907 1.461836 4.134153 2.506402 0.854831 43.907354 85.132458 3
51289 1001955361.87606 1001955377.33858 95.275834 75.027283 0.7545 -0.336518 -0.225206 -0.636638 0.0593 0.020936 0.017023 0.052805 0.0 0.0 2.343 19306.155 -2.944193 0.87092 3.214302 2.155338 1.282264 33.50417 67.011784 3
51294 1001955562.04555 1001955625.85463 38.25608 21.492627 0.7258 0.296791 0.658877 0.067689 0.2108 -0.08441 -0.169239 0.093111 0.0 0.0 1.0619 7313.3964 -3.040638 -0.684077 1.723876 1.240191 3.582029 24.639057 21.882479 3
51302 1001956045.09523 1001956047.8257 202.821772 199.397445 0.7291 -0.569453 -0.299575 -0.342878 0.1846 0.088472 0.101477 0.126302 0.0 0.0 5.415 52335.9758 -0.904359 1.142572 0.462304 1.088753 1.011733 24.007073 16.376958 3
51304 1001956138.90492 1001956202.73488 29.409067 25.928301 0.103 0.00961 0.007175 0.102299 0.2328 -0.026107 0.007293 0.231217 0.0 0.0 2.8037 23983.1922 0.278484 1.315425 2.607003 1.489751 1.246866 7.726943 15.719731 3
51308 1001956338.89444 1001956402.71195 30.53 30.24971 0.1568 0.04704 -0.042452 0.143427 0.0799 0.009569 0.030838 0.073086 0.0 0.0 2.6027 21926.6547 1.836586 -0.505483 3.632488 1.949501 5.195563 18.03199 12.333303 3
51317 1001956524.31538 1001956556.01228 50.629652 50.331784 0.1203 0.017075 0.020981 0.117219 0.1165 0.006647 -0.025339 0.113517 0.0 0.0 1.636 12452.2614 -1.144784 0.59538 4.64998 2.16713 5.95893 60.695112 42.30745 3
51330 1001956969.24922 1001956984.82454 70.054381 68.552525 0.1773 -0.091235 0.076402 0.131431 0.1604 0.035027 0.10108 -0.119516 0.0 0.0 3.5387 31695.3078 2.691395 -0.959449 0.340394 1.962899 0.580819 18.733498 13.022353 3
51335 1001957302.68479 1001957366.46311 37.734045 34.842189 0.1885 0.025537 0.151597 -0.10908 0.2261 0.029702 -0.18199 -0.130839 0.0 0.0 3.4137 30364.3405 -1.235325 -0.175732 4.940229 1.496403 5.266631 7.220784 15.124309 3
51345 1001957614.83681 1001957630.24013 107.490255 76.060837 0.7524 -0.458541 -0.005169 0.596506 0.2271 -0.032252 -0.183696 0.129576 0.0 0.0 2.1046 16945.1962 -2.979475 -0.534604 2.103881 2.103051 5.592408 34.373376 28.202203 3
51374 1001958500.50879 1001958564.31348 34.884519 28.951408 0.1636 -0.08077 -0.098279 0.10287 0.2581 0.228667 0.096104 -0.071353 0.0 0.0 1.4711 10928.7463 -2.440862 0.532395 2.623362 1.508789 2.024706 18.019586 43.953475 3
51390 1001959168.62419 1001959200.3394 63.566582 27.886027 0.25 -0.14226 0.205375 -0.009124 0.2612 0.171423 -0.196847 -0.009533 0.0 0.0 3.1593 27680.0212 0.8701 -0.674033 3.403534 0.751099 1.182589 18.241675 32.735606 3
51392 1001959353.16965 1001959416.96762 34.444781 32.502703 0.1781 0.018481 0.026965 0.175074 0.1849 0.019509 -0.027772 0.181759 0.0 0.0 2.8457 24417.2228 -0.122873 -0.658939 3.897118 1.73147 1.445969 6.489339 22.52904 3
51396 1001959574.50187 1001959590.02897 84.114251 72.04222 0.0819 0.030883 -0.024271 -0.071866 0.1834 -0.08777 -0.005739 -0.160932 0.0 0.0 4.6517 43804.894 -2.123302 -0.302891 1.864024 1.283444 2.94686 6.054017 8.30411 3
51405 1001960029.37548 1001960061.1239 42.786367 40.664416 0.1566 -0.099354 0.080982 -0.089968 0.0857 0.0189 -0.080069 0.024004 0.0 0.0 4.1156 37916.449 -1.373368 0.345978 4.183459 0.488374 5.559292 22.443598 11.642303 3
51409 1001960252.6372 1001960268.18566 78.771112 70.097821 0.0854 0.044701 0.064919 0.03287 0.3542 0.170449 -0.27896 0.136331 0.0 0.0 2.1482 17374.5715 -3.079708 -0.499979 0.044833 0.654552 6.270187 47.470764 43.672166 3
51422 1001960947.83949 1001961011.67165 28.800079 26.213232 0.0666 0.007445 0.027242 0.060316 0.158 0.12833 0.085478 0.03448 0.0 0.0 2.2071 17954.7846 2.787275 -0.419877 0.38257 2.368813 4.249809 26.940445 31.281307 3
51423 1001960989.42386 1001961053.23697 31.470366 29.947302 0.24 -0.028317 0.011878 0.238027 0.1673 -0.01365 0.016489 0.165925 0.0 0.0 2.6298 22201.5865 0.895464 -0.270703 0.900115 1.496341 0.444826 7.711203 17.869153 3
51429 1001961239.1232 1001961254.37308 165.294483 62.818733 0.7486 0.646549 -0.347996 0.145859 0.0918 -0.0094 0.090936 0.008333 0.0 0.0 1.7251 13290.2883 2.375209 -0.141041 0.244138 0.569547 0.645784 81.432966 94.241804 3
51439 1001961542.01292 1001961573.6771 61.71664 48.335127 0.2325 -0.081963 0.008296 0.217415 0.1225 -0.025554 -0.035087 0.114552 0.0 0.0 3.1035 27095.4743 -0.921292 -0.821843 2.190704 2.364819 1.817583 12.93019 51.441171 3
51458 1001962291.27866 1001962298.39707 146.3903 132.261881 0.7215 -0.006247 0.658205 0.295448 0.0759 -0.047054 -0.058911 0.008732 0.0 0.0 1.7544 13566.5241 -1.919169 1.302994 1.406267 0.846354 0.423292 94.445997 202.080558 3
51459 1001962291.36288 1001962323.01473 58.043181 56.10672 0.1583 -0.034545 0.002327 0.154467 0.185 -0.036037 0.018399 0.180521 0.0 0.0 2.8963 24939.1938 0.669337 -1.032867 0.942455 2.390309 5.177689 26.660859 61.341223 3
51462 1001962409.00346 1001962472.83 33.499592 22.957288 0.107 0.040168 -0.074591 -0.065358 0.2967 0.001479 0.250108 0.159608 0.0 0.0 3.0126 26147.7105 -1.990462 -0.925291 6.137452 1.640062 2.077889 4.005234 11.006334 3
51468 1001962704.32756 1001962736.06608 51.463031 35.231197 0.0672 0.031524 -0.028036 0.052308 0.0912 -0.01066 0.09016 -0.00866 0.0 0.0 1.3333 9681.3242 2.957646 0.095719 0.42061 2.440988 0.812677 49.104792 117.663703 3
51484 1001963352.37433 1001963355.36456 169.076489 160.510674 0.0812 0.049029 0.026192 0.059191 0.1304 0.087979 0.015107 0.095056 0.0 0.0 9.0893 95094.5868 2.395444 1.291441 2.322556 1.284826 0.258028 6.691502 19.529417 3
51486 1001963399.58029 1001963463.3967 33.533325 26.32329 0.2647 -0.090189 0.117365 0.219448 0.1252 -0.091514 -0.085075 -0.007908 0.0 0.0 1.961 15546.8165 2.694062 -0.464799 1.793165 0.976845 1.268992 28.816796 28.379203 3
51488 1001963564.08316 1001963571.46231 110.095002 89.441903 0.7212 -0.084778 -0.71563 -0.028555 0.1534 -0.011701 -0.040593 0.147468 0.0 0.0 3.6494 32878.7389 1.354271 0.851352 0.963698 1.50474 2.566504 10.488757 18.991262 3
51493 1001963768.52437 1001963769.84346 442.117234 437.921517 0.119 0.01879 0.013882 0.116684 0.1077 -0.070981 0.014805 -0.079635 0.0 0.0 7.4882 76182.1983 -1.851156 0.080903 2.481457 2.407062 4.079169 31.596522 68.959927 3
51507 1001964096.68138 1001964160.51842 28.2848 25.339645 0.1177 0.038151 0.026329 0.108188 0.1189 0.03671 -0.029071 0.109291 0.0 0.0 0.7678 4908.473 1.963897 -0.863977 1.244098 1.785546 3.177881 59.269874 63.90988 3
51513 1001964294.10221 1001964309.74283 61.089354 59.002792 0.0739 0.028881 -0.051489 0.044452 0.1149 -0.029938 -0.0703 0.085812 0.0 0.0 0.8986 5954.2864 -3.010491 -0.055426 4.904325 1.118591 2.219329 69.655942 139.019523 3
51516 1001964461.45305 1001964476.98649 79.082575 75.374748 0.1366 -0.025379 -0.00526 0.134119 0.2414 -0.012318 0.044117 0.237015 0.0 0.0 3.4299 30537.3643 0.621918 0.407706 4.428784 2.077329 2.822661 15.612665 17.588979 3
51517 1001964485.96134 1001964501.48356 86.136496 69.55105 0.152 -0.039937 -0.044931 0.139608 0.294 -0.059364 0.099978 0.27003 0.0 0.0 1.543 11588.3718 2.791204 0.82702 3.492542 1.435949 4.407906 25.425138 64.678405 3
51521 1001964578.88839 1001964610.56381 61.691959 45.521989 0.1278 -0.083724 0.057407 -0.077638 0.1482 -0.063712 0.125599 -0.046141 0.0 0.0 2.7048 22967.6971 1.564508 0.624845 5.374713 0.550467 3.423317 16.801288 38.540558 3
51528 1001964759.8025 1001964823.62147 37.301964 21.976113 0.1984 -0.158902 0.032584 0.114241 0.271 0.183277 -0.197417 0.029614 0.0 0.0 0.8835 5831.5344 -2.766031 -1.380632 1.69764 1.517518 5.527131 36.970444 34.954048 3
51545 1001965391.36156 1001965455.17601 32.917075 28.098606 0.1466 -0.122843 -0.079904 -0.004075 0.0954 -0.01529 0.051766 0.078662 0.0 0.0 1.4137 10405.3855 1.940784 0.363953 3.772364 1.398812 4.881901 13.00386 32.323627 3
51550 1001965605.8447 1001965621.41294 72.123788 69.764002 0.1301 0.02993 0.11735 0.047531 0.0993 -0.090617 0.018247 0.036278 0.0 0.0 3.1183 27250.3612 0.635506 -0.229176 3.857385 1.799394 5.769614 10.243002 26.315336 3
51562 1001965725.43225 1001965981.36096 14.387399 9.269035 0.1344 -0.108044 0.079125 0.011356 0.0922 -0.015983 0.007796 -0.090469 0.0 0.0 0.604 3665.6021 0.545695 -0.264051 2.373083 0.508746 4.937015 34.650018 145.442895 3
51592 1001966903.02306 1001966918.66174 59.627257 59.573141 0.1344 0.124084 -0.031709 0.040756 0.1405 0.048964 -0.124609 0.042606 0.0 0.0 5.681 55346.0603 -1.716306 0.211371 0.5759 0.327284 4.371643 12.552589 22.359841 3
51603 1001967291.1843 1001967354.96323 37.642909 35.372474 0.2191 0.109877 -0.028637 0.187381 0.2125 -0.110003 -0.005228 0.181737 0.0 0.0 1.0308 7049.484 -1.979345 -0.341303 2.13007 0.700247 4.760302 41.93785 81.412166 3
51625 1001968313.858 1001968329.42001 74.324225 70.687588 0.1827 -0.024538 -0.128561 -0.127473 0.1394 0.02363 0.02125 0.135729 0.0 0.0 2.2639 18517.8738 1.788014 -0.027546 3.916681 0.404736 2.101164 44.483319 58.162446 3
51637 1001968957.57203 1001968964.77785 138.461044 125.671572 0.0913 0.013533 0.013811 0.089229 0.253 0.05357 0.001081 0.247261 0.0 0.0 4.0873 37608.3106 -2.174471 -0.737159 4.190542 1.098878 1.11525 19.243562 21.001905 3
51641 1001969032.60361 1001969064.34702 46.092359 36.881952 0.2514 0.168234 -0.083139 0.167294 0.2513 0.056036 -0.179016 0.167228 0.0 0.0 4.4493 41569.6344 1.664576 -1.206838 2.393448 1.618394 4.203577 6.968168 8.032816 3
51670 1001969772.56526 1001969804.28743 47.711945 43.3056 0.1432 -0.047183 0.041408 0.128706 0.1648 -0.100302 0.011066 -0.130292 0.0 0.0 1.7066 13114.8112 1.736334 0.838185 2.847622 2.433941 1.901685 29.642126 53.317843 3
51683 1001970173.5989 1001970189.04519 105.205313 77.84475 0.1601 -0.000215 -0.160017 -0.005155 0.1562 -0.109879 -0.034186 -0.105624 0.0 0.0 3.7875 34361.1457 -0.744359 -0.099908 1.326614 1.828385 4.144383 12.171397 6.404721 3
51684 1001970282.45364 1001970289.88101 104.587991 85.522041 0.0178 -0.002816 -0.016729 -0.005389 0.0136 0.005791 0.011967 0.002868 0.0 0.0 3.1313 27387.5502 1.670286 1.004359 5.14441 2.078544 0.970657 18.761871 41.28674 3
51689 1001970437.07259 1001970452.58553 83.431148 75.664189 0.1866 -0.010842 -0.006537 0.18617 0.1989 -0.002424 -0.013275 0.198442 0.0 0.0 4.3053 39989.204 2.628611 -0.756035 1.471193 0.954795 1.272361 27.139162 14.025932 3
51693 1001970508.71734 1001970509.83941 499.270253 436.867834 0.1711 -0.003181 -0.007772 0.170894 0.2145 -0.007441 0.007448 0.214241 0.0 0.0 11.7248 126892.8275 1.750362 -0.399362 1.29853 1.718119 1.190862 9.985197 15.952671 3
51728 1001971978.96428 1001971994.47063 92.253681 70.636662 0.1038 -0.103649 0.001686 0.005333 0.0638 -0.053873 -0.03402 0.003278 0.0 0.0 2.3973 19850.9724 2.830465 -0.095578 0.338123 1.490537 1.372492 22.859254 9.16588 3
51730 1001972038.77868 1001972102.55675 48.567622 25.145134 0.0994 0.005564 0.025884 0.095809 0.174 -0.027319 0.037436 0.167715 0.0 0.0 2.3897 19774.7296 3.03759 -0.638693 1.353628 1.416291 3.023711 17.036669 7.194628 3
51735 1001972277.47614 1001972284.6695 132.548347 130.319494 0.3001 0.094976 0.269833 0.090718 0.1567 -0.046761 -0.118955 -0.090653 0.0 0.0 7.0464 71030.8638 -1.637714 -0.776604 5.372783 1.786168 0.273303 6.082186 6.394549 3
51750 1001973078.95697 1001973086.31488 131.977775 77.822964 0.0952 0.044338 -0.024114 -0.08072 0.2524 -0.24621 -0.006464 0.055179 0.0 0.0 4.0221 36899.4952 2.336503 1.267121 0.064186 1.908932 4.038114 11.106818 32.405459 3
51777 1001973772.70599 1001973788.16973 100.484737 76.797329 0.1022 0.003765 -0.004653 0.102025 0.2171 0.011502 0.005419 0.216727 0.0 0.0 3.9144 35730.9985 -1.904182 0.67184 1.82686 2.484866 5.310549 18.205725 58.115573 3
51782 1001973842.63157 1001973874.37083 46.850857 39.286479 0.1838 0.177438 -0.036835 -0.03068 0.1242 -0.016266 0.121372 -0.020731 0.0 0.0 4.5498 42677.3822 -0.508175 0.029196 5.583985 1.314521 6.181786 7.459077 6.812227 3
51794 1001974505.25398 1001974536.87935 60.192934 57.689894 0.7384 0.131616 0.358852 -0.631773 0.1368 0.131827 -0.023222 0.028222 0.0 0.0 2.1656 17544.9895 2.892695 0.041188 0.631811 1.572348 2.999311 17.73915 10.807731 3
51796 1001974530.99903 1001974538.1797 136.453572 122.933856 0.7275 -0.435535 -0.36687 -0.452738 0.0983 -0.031021 0.051008 -0.078095 0.0 0.0 1.9808 15737.7007 -2.647082 -0.510331 3.803198 0.927174 2.215576 74.393279 91.397634 3
51803 1001974679.24893 1001974682.00296 223.470571 186.457484 0.1611 0.014913 -0.038053 0.155829 0.1811 0.016007 0.043066 0.175175 0.0 0.0 4.8985 46544.8241 1.965044 -0.541265 5.083644 2.06428 4.100627 28.802907 59.394285 3
51806 1001974882.94699 1001974890.21567 135.500027 105.798138 0.136 -0.082995 0.011128 0.107163 0.1931 -0.113208 0.036332 0.152156 0.0 0.0 5.0877 48657.9175 0.797074 0.720545 2.530013 1.191653 2.062542 15.586353 13.65541 3
51813 1001975108.63787 1001975115.76092 166.433234 124.147422 0.0815 -0.00429 -0.023779 0.077836 0.1117 -0.031369 0.010615 0.106678 0.0 0.0 4.9692 47334.3955 -1.791786 -0.058415 1.514174 2.047003 6.143498 9.043066 37.01137 3
51827 1001975401.85395 1001975417.44026 70.739433 64.797195 0.1283 0.028357 -0.02374 0.122854 0.1817 0.010341 -0.051344 0.173988 0.0 0.0 2.4811 20694.3523 1.087756 0.39904 5.613763 1.146556 2.478599 25.457367 24.753673 3
51830 1001975376.2485 1001975504.12277 21.563513 19.873014 0.1432 -0.085204 0.023202 0.112731 0.1378 0.074263 -0.041303 0.10848 0.0 0.0 1.5571 11718.6746 1.150233 0.304187 3.621495 2.395702 4.916506 23.899674 38.318222 3
51834 1001975679.62474 1001975711.27842 67.285877 45.768364 0.232 0.058676 -0.210557 0.077762 0.298 0.163445 -0.17839 -0.173973 0.0 0.0 2.0156 16076.7325 0.047623 1.103107 2.176528 2.969777 0.595663 76.671532 71.190574 3
51840 1001975888.07836 1001975895.38635 123.362014 103.968681 0.1281 -0.000631 -0.022648 0.126081 0.1273 0.007077 0.021374 0.125293 0.0 0.0 2.6989 22907.3032 -0.02993 0.639706 5.171511 2.891507 1.063224 87.18362 65.195847 3
51846 1001976182.33586 1001976214.00981 53.312172 53.037644 0.1437 -0.081275 0.026076 0.115604 0.155 0.08554 0.034047 0.124694 0.0 0.0 2.1555 17445.4671 -2.578212 0.988192 1.259452 0.956457 1.519566 18.168834 74.054289 3
51854 1001976630.4172 1001976662.0925 59.058243 47.418326 0.2013 0.038981 -0.000514 -0.197489 0.1528 0.151505 0.019832 0.000962 0.0 0.0 2.0023 15947.4018 0.610073 -0.701863 2.720517 2.410667 4.988308 22.027281 94.640124 3
51861 1001977068.07887 1001977075.19752 161.167128 127.252694 0.2389 -0.065923 -0.229224 0.013561 0.0751 -0.015972 -0.021877 0.070045 0.0 0.0 4.1628 38431.0097 -0.781138 1.451891 5.772635 1.131271 2.643451 23.028976 50.222942 3
51863 1001977068.88486 1001977196.75742 21.809772 19.721305 0.2143 -0.060177 -0.070959 0.19305 0.163 -0.041078 0.057624 0.146837 0.0 0.0 2.2155 18037.8987 -2.426508 -0.206978 3.128142 2.153761 1.971846 16.620494 24.777285 3
51880 1001977676.04206 1001977683.24897 150.157331 110.079515 0.1967 0.148375 0.049379 0.119321 0.1086 0.085783 -0.009757 0.065878 0.0 0.0 6.3686 63198.3892 -2.304947 -0.592584 3.285139 2.162381 3.101496 17.570918 21.481635 3
51887 1001977881.21788 1001977896.71751 91.792018 74.51281 0.1052 -0.020048 0.10264 0.011412 0.0673 -0.029422 0.008978 0.059859 0.0 0.0 3.6437 32817.677 -0.10953 0.560241 5.815294 0.601654 5.569937 43.925997 20.076395 3
51909 1001979053.11323 1001979060.52925 105.82832 87.245793 0.2317 -0.097711 0.12367 -0.169833 0.2306 0.148086 0.103537 -0.143272 0.0 0.0 1.8438 14417.8158 -0.506314 -0.835444 4.905215 1.172704 0.270159 25.225095 71.096035 3
51910 1001979090.52295 1001979091.70532 197.972564 197.487522 0.1818 0.008116 -0.001849 0.181609 0.0987 0.003803 0.00244 0.098596 0.0 0.0 7.3628 74717.0614 1.404111 0.328525 5.540265 0.093332 1.687532 31.501566 47.440466 3
51935 1001980006.39052 1001980021.96694 72.757087 67.92299 0.1374 0.010585 -0.053518 0.126105 0.0963 -0.025849 -0.028175 0.088384 0.0 0.0 3.9127 35712.6064 -1.134294 0.569143 1.149388 2.267667 4.73172 15.127563 36.640744 3
51943 1001980178.42098 1001980210.15573 55.005124 31.013318 0.1192 -0.067044 -0.040696 0.089764 0.1878 0.096074 0.136954 0.085336 0.0 0.0 2.9398 25389.961 1.103892 0.733527 5.049169 0.922318 2.42732 23.010846 19.654753 3
51947 1001980443.95823 1001980475.62449 57.950987 50.611025 0.3034 -0.067932 -0.205499 -0.21262 0.0965 0.017683 -0.078267 -0.053609 0.0 0.0 4.7196 44557.2215 2.695011 -0.930112 2.131251 1.622235 4.863575 8.366769 10.064035 3
51975 1001981882.36409 1001981889.46382 178.407163 119.174402 0.1929 0.0261 0.044621 0.185844 0.1999 -0.040948 -0.03454 0.192588 0.0 0.0 7.2428 73316.2839 -0.106402 -0.780641 0.105229 1.399663 4.150135 4.429079 8.967782 3
51978 1001981873.21855 1001982001.07731 23.195761 23.132256 0.2355 -0.197136 -0.068344 -0.109209 0.1386 -0.077945 -0.1028 0.050662 0.0 0.0 1.9675 15609.7592 -2.912486 1.403617 4.164323 0.945094 0.116121 16.189909 35.913982 3
51995 1001982574.31091 1001982606.03564 52.152739 38.444064 0.216 0.082516 0.030453 -0.197281 0.186 -0.162435 -0.034939 -0.083607 0.0 0.0 3.128 27352.9829 -2.376764 0.200216 1.369238 2.389501 2.93503 18.682686 35.578818 3
51999 1001982740.20567 1001982755.71287 87.833358 74.655305 0.2066 -0.033754 0.019369 0.202902 0.1191 0.007181 -0.014093 0.118045 0.0 0.0 3.6907 33320.4991 -2.698138 -0.792799 0.707358 0.640899 0.310099 43.866078 24.583545 3
52014 1001983365.46046 1001983493.32081 23.278026 22.752171 0.2114 -0.202772 -0.039633 -0.044751 0.2004 0.083008 0.178193 0.038948 0.0 0.0 1.7971 13972.098 -0.387308 1.080772 0.61287 1.199055 5.881672 18.695785 26.376616 3
52032 1001983958.91261 1001983966.30043 105.946186 95.646557 0.2165 -0.107042 0.007336 0.188044 0.1997 -0.024369 -0.09592 0.173452 0.0 0.0 6.1426 60606.304 -1.595787 -0.063546 1.235578 1.265028 3.830561 8.024306 23.302864 3
52057 1001984735.41196 1001984750.94163 87.775562 66.087395 0.108 -0.058222 0.090793 -0.005549 0.1185 -0.065085 -0.050531 -0.085164 0.0 0.0 2.5151 21036.9061 -0.158312 -0.962273 3.445058 1.147358 2.957696 17.482629 24.832572 3
52063 1001984957.91285 1001985021.69117 37.019241 35.549763 0.1729 0.046418 -0.001239 0.166548 0.2601 0.029669 0.063239 0.250545 0.0 0.0 3.2643 28785.2375 -0.07868 -0.299473 1.892963 0.706365 5.472532 11.364658 22.340467 3
52078 1001985645.65091 1001985773.53897 20.688689 16.409397 0.1023 -0.088261 -0.021344 -0.047113 0.2098 0.058343 0.180203 -0.090216 0.0 0.0 1.6769 12836.3441 -3.126214 0.129501 2.445366 2.025105 3.488309 12.269836 21.237826 3
52088 1001986251.81978 1001986259.00606 132.996549 131.246354 0.2462 0.106166 0.050487 0.21632 0.2738 -0.109837 -0.204903 -0.144627 0.0 0.0 3.5697 32025.1168 0.949787 0.310908 3.961998 1.25449 4.795168 26.030821 24.373472 3
52099 1001986736.60272 1001986800.44525 27.372101 24.787853 0.1165 -0.100285 -0.045799 0.037651 0.1092 -0.012655 0.036316 0.102204 0.0 0.0 2.0507 16418.8032 2.881383 0.184287 3.456979 2.800614 1.16181 16.918633 39.501467 3
52110 1001987206.86134 1001987213.8982 192.220034 120.693135 0.1976 0.143449 -0.071553 -0.115536 0.0693 0.018985 -0.056606 -0.035183 0.0 0.0 3.3075 29241.0762 -1.733667 -0.117406 5.414831 1.003248 1.645303 35.13795 79.628786 3
52113 1001987228.29708 1001987235.57992 133.840648 99.087193 0.1728 0.136531 -0.067387 0.08172 0.2107 -0.004749 -0.048603 0.204963 0.0 0.0 3.0724 26770.37 -0.459317 1.002715 3.770871 2.467363 3.485925 40.441261 106.189949 3
52130 1001988185.58268 1001988201.1492 77.546116 62.232239 0.145 -0.138696 0.022751 -0.035649 0.2313 -0.059916 -0.216046 -0.056867 0.0 0.0 2.2024 17909.2934 -1.937456 -0.212066 2.998199 1.341751 3.348774 28.757556 28.40197 3
52136 1001988415.55592 1001988447.2422 55.74198 48.426525 0.1451 -0.001625 0.031609 0.141606 0.0969 0.009445 0.018909 0.094567 0.0 0.0 0.9425 6314.0916 1.769809 0.215106 1.549299 0.400872 3.574406 132.012467 204.609555 3
52140 1001988415.63772 1001988543.52261 21.048251 17.204143 0.0745 0.0247 -0.068559 -0.015487 0.0734 -0.008181 0.058825 -0.043131 0.0 0.0 1.1297 7892.412 0.32764 1.074781 0.575519 2.378426 3.981366 48.487552 61.454442 3
