distMpc z
10909.5541 1.469
50069.4309 5.2135
69437.1663 6.909
86184.6714 8.3389
41794.2306 4.4696
101223.2785 9.6021
48582.92 5.0809
27945.5746 3.1846
12866.4015 1.6802
12571.0278 1.6486
54608.0896 5.6159
16439.3033 2.0528
6510.096 0.9663
15624.29 1.969
3938.7915 0.641
25788.7459 2.9781
41853.7049 4.4751
14365.2078 1.8382
9058.7222 1.2632
34708.1419 3.8197
33258.2672 3.6848
32033.661 3.5705
21603.4484 2.5709
13852.2224 1.7845
14784.9904 1.8821
57844.9331 5.9009
11486.889 1.5319
62308.3303 6.2912
25504.1139 2.9508
102677.4995 9.7234
7855.3847 1.1254
65590.7931 6.5765
59769.0254 6.0694
18339.1574 2.2458
7283.6965 1.0584
44059.5769 4.6748
8811.8251 1.2352
2616.1966 0.4561
23366.4185 2.7437
42976.633 4.5769
8307.0933 1.1776
20845.8286 2.4962
43367.8794 4.6123
4752.5235 0.7478
52094.653 5.3936
23675.5664 2.7738
20010.6138 2.4133
7987.2838 1.1406
50947.1331 5.2916
28894.8949 3.2748
9745.784 1.3404
21252.5354 2.5364
61581.1151 6.2278
23995.5494 2.8049
7947.5839 1.1361
9196.8193 1.2789
22315.7685 2.641
27065.138 3.1006
37588.7214 4.0855
7154.9896 1.0433
14417.8158 1.8438
81575.6792 7.9481
13054.5197 1.7002
10242.4819 1.3957
29525.3671 3.3344
30770.0205 3.4518
22563.7746 2.6652
48290.8818 5.0549
8360.1887 1.1837
22741.5861 2.6827
20799.3596 2.4916
24685.7796 2.8718
52291.9879 5.4111
21830.0307 2.5932
12834.4659 1.6767
27094.4282 3.1033
4525.257 0.7184
69744.5011 6.9356
15938.6558 2.0015
26005.0886 2.9989
57897.3463 5.9055
14883.9795 1.8923
1081.269 0.2122
16294.9086 2.0381
15354.3584 1.9411
14205.6569 1.8216
24959.8956 2.8982
15521.6504 1.9585
18798.3631 2.2921
13485.072 1.7457
36024.3388 3.9415
19332.145 2.3455
51525.6318 5.343
17937.9707 2.2054
36070.9091 3.9457
35249.9216 3.8699
20419.0615 2.4539
33617.9002 3.7184
50203.063 5.2255
20835.7254 2.4952
23802.051 2.786
24584.5091 2.862
14236.2078 1.8248
22913.444 2.6995
17327.3314 2.1435
46603.8815 4.9037
31641.9794 3.5337
4724.5672 0.7441
55315.4334 5.6784
29492.5876 3.3314
35198.0756 3.8651
35684.4794 3.9101
21304.2098 2.5415
21921.5678 2.6023
11269.6771 1.5084
10982.6981 1.477
14304.9849 1.8319
11415.9414 1.5243
31048.6399 3.4781
17250.6069 2.1357
128094.3853 11.8233
139835.1464 12.7823
46310.9017 4.8774
17248.6403 2.1355
16825.6111 2.0924
4360.5923 0.6968
29690.39 3.35
39401.1931 4.2516
20952.964 2.5067
10388.1688 1.4118
67977.6167 6.7831
9667.0103 1.3317
16013.506 2.0091
9110.0214 1.2691
32249.4928 3.5907
36565.197 3.9914
19934.2847 2.4057
47537.5912 4.9874
25432.5011 2.9438
34776.0802 3.826
28097.9127 3.1991
15327.3085 1.9384
16416.851 2.0505
24173.7917 2.8222
22254.5897 2.6349
22325.9672 2.642
47313.1881 4.9673
17693.9351 2.1806
35876.0102 3.9278
13151.5734 1.7105
73491.1032 7.2577
10330.2127 1.4054
17466.153 2.1576
89466.9077 8.616
4638.5918 0.733
9754.7428 1.3415
26286.264 3.0259
4740.8708 0.7462
41736.9679 4.4645
26389.4588 3.0358
15862.8881 1.9936
84706.8875 8.2137
19955.3716 2.4078
16279.3099 2.0364
8133.4597 1.1576
62999.5999 6.3514
49631.7372 5.1745
9809.4233 1.3476
26516.6993 3.048
37436.4009 4.0716
33456.8137 3.7033
15091.9005 1.914
17357.8385 2.1465
15504.2313 1.9567
14296.3849 1.8311
35019.9232 3.8485
93929.3688 8.9916
26564.6956 3.0526
9638.3938 1.3284
45428.7081 4.7981
21300.1563 2.541
21605.4791 2.5711
10816.4184 1.4588
11031.2024 1.4824
4265.4678 0.6844
18663.0159 2.2784
20871.0895 2.4987
30032.4313 3.3824
57757.2084 5.8932
12621.5831 1.6541
4599.2034 0.7279
6644.7623 0.9825
21369.0806 2.5478
45899.0597 4.8404
12216.2229 1.6106
43041.8139 4.5827
8905.1454 1.2458
20639.8585 2.4758
57707.0859 5.8887
25517.6091 2.952
44968.8695 4.7568
6777.4677 0.9983
54158.5446 5.5762
30390.8701 3.4162
28547.123 3.2418
11100.8197 1.49
32236.6662 3.5894
23568.69 2.7633
68780.0111 6.8524
26900.9788 3.0848
14427.3841 1.8447
16830.5096 2.0928
25233.3687 2.9247
12919.0297 1.6858
70695.132 7.0175
24935.0537 2.8958
6037.5005 0.9089
17513.4486 2.1623
13931.1696 1.7928
31714.5087 3.5406
11426.9933 1.5254
5549.0635 0.8486
76648.9137 7.5282
6448.7668 0.9588
6957.7362 1.0198
21990.7637 2.609
7291.3314 1.0594
16229.604 2.0314
12838.2223 1.6771
28225.1158 3.2111
47400.2565 4.9752
69088.2336 6.8789
26599.1345 3.056
22845.9076 2.6928
17324.3796 2.1431
14543.24 1.8568
49077.9027 5.1251
46195.1011 4.867
2012.2932 0.365
39552.2086 4.2655
25360.9145 2.9369
19253.1909 2.3377
10781.7561 1.455
32695.594 3.6324
33872.603 3.742
75899.253 7.4641
42866.1818 4.5668
55393.7055 5.6852
127574.6235 11.7807
16330.9893 2.0417
40212.8373 4.3258
19941.3133 2.4064
32037.9332 3.5709
21969.3912 2.6069
25623.5264 2.9623
15276.1271 1.933
24025.416 2.8077
22613.8289 2.6702
15871.6277 1.9946
4311.8318 0.6905
53548.81 5.5224
25405.5234 2.9413
36627.0374 3.9971
9948.6106 1.3631
9405.5651 1.3023
35410.9167 3.8847
21151.2632 2.5263
15731.8818 1.9802
3836.8629 0.6272
23762.9649 2.7822
14354.6898 1.8372
51226.169 5.3164
5290.2138 0.8162
23181.806 2.7256
33996.2747 3.7536
17529.218 2.1639
8807.4277 1.2348
15150.6997 1.9201
35797.0029 3.9205
16163.3653 2.0246
18904.9481 2.3028
29340.3807 3.3169
13194.0121 1.7149
102946.2278 9.7459
13246.8556 1.7206
23152.0812 2.7228
12135.2296 1.6019
26181.0381 3.0158
16927.5446 2.1027
43399.9478 4.6151
7017.4716 1.027
5382.5908 0.8277
20154.3438 2.4276
27032.7144 3.0974
12013.4442 1.5889
9208.3446 1.2801
9510.7013 1.3141
12885.1933 1.6822
18954.7837 2.3077
31774.2537 3.5461
23856.58 2.7913
45617.6759 4.8152
29223.1213 3.3058
23997.609 2.8051
24344.9852 2.8388
35573.0785 3.8998
83626.245 8.1221
21496.8741 2.5604
32710.5837 3.6338
17103.2017 2.1206
7100.9322 1.0369
59427.3511 6.0396
16684.6244 2.0779
8504.1242 1.2002
40133.892 4.3186
19274.1742 2.3397
30787.0266 3.4535
46004.7654 4.8499
25642.2236 2.964
23283.3187 2.7355
23912.1549 2.7967
19103.4051 2.3226
9423.3699 1.3043
32832.6734 3.6452
31840.4157 3.5524
15061.0692 1.9107
20174.4574 2.4295
5317.2551 0.8196
18153.7578 2.2271
73072.7657 7.2218
15931.8539 2.0008
93776.9546 8.9787
6341.3107 0.9458
12420.4974 1.6325
23392.0746 2.7462
66958.8264 6.695
19179.2757 2.3302
38751.9162 4.1922
15696.0053 1.9765
13818.9528 1.781
14331.7457 1.8348
38040.6562 4.127
31973.8574 3.5648
7542.441 1.0889
17153.2984 2.1258
14042.5776 1.8045
14393.8993 1.8413
77078.4238 7.5648
12273.9969 1.6168
8093.6224 1.1529
2248.4265 0.4012
21928.6895 2.6029
35009.1294 3.8476
12089.6522 1.5971
19205.2413 2.3329
34854.8218 3.8333
15687.2805 1.9755
27431.5529 3.1355
20845.8286 2.4962
3533.922 0.586
78061.1321 7.6487
22897.0691 2.6978
28491.3178 3.2365
22744.6534 2.6829
32907.6676 3.6521
11693.704 1.5543
8788.0839 1.2326
35365.5269 3.8805
21259.6269 2.537
74830.3014 7.3726
22427.9887 2.6519
13966.3859 1.7965
52235.5987 5.406
6684.7691 0.9872
17044.2922 2.1147
10390.8869 1.4121
49259.453 5.1414
44013.0576 4.6706
40154.7231 4.3205
4676.5032 0.7379
33346.2543 3.693
42206.3358 4.507
8429.0458 1.1916
9743.0966 1.3401
21640.0048 2.5745
11267.8394 1.5082
7757.3811 1.1139
74666.8672 7.3586
26624.1846 3.0583
15859.975 1.9933
5126.2102 0.7954
29007.7697 3.2854
23724.9156 2.7786
31254.0772 3.4973
18773.4726 2.2896
37673.6163 4.0934
22480.0439 2.657
47554.3422 4.9889
8905.1454 1.2458
34672.5614 3.8163
30620.2034 3.4377
15055.2894 1.9102
63046.7064 6.3555
61432.104 6.2148
104547.767 9.8793
13415.9945 1.7385
18658.0426 2.278
3146.8169 0.5323
9178.2071 1.2768
10175.6423 1.3882
9916.2521 1.3595
33491.1711 3.7066
20519.8409 2.4638
22140.4503 2.6237
9302.4182 1.2908
8477.0467 1.197
46728.7081 4.915
5748.1065 0.8732
39548.925 4.2652
77825.6025 7.6287
10007.0832 1.3696
17086.5076 2.1189
6577.3601 0.9744
22854.0924 2.6936
10422.6072 1.4156
16355.3749 2.0442
17998.3136 2.2115
29706.2636 3.3516
16347.5709 2.0434
36050.3306 3.9438
40959.2812 4.3937
6925.8067 1.016
10719.7773 1.4483
29596.2284 3.3411
20482.5445 2.4602
62182.0982 6.2801
24260.3998 2.8306
23231.0169 2.7304
13528.6296 1.7504
1867.7552 0.3424
27787.0438 3.1694
6844.4346 1.0064
39960.7117 4.3027
16777.6166 2.0875
15780.3833 1.9851
30934.8157 3.4674
15213.3934 1.9265
7235.3788 1.0528
26328.995 3.0301
3021.6614 0.5145
4625.4543 0.7313
25208.4915 2.9223
19212.2329 2.3335
14416.859 1.8437
30670.1325 3.4425
51263.3106 5.3197
25916.6512 2.9905
13464.2481 1.7435
8771.3843 1.2307
4420.9439 0.7047
38135.477 4.1357
26601.2219 3.0562
79848.9861 7.8011
10751.6704 1.4518
31279.6353 3.4998
49063.3369 5.1239
54429.1325 5.6002
23398.2326 2.7468
15381.4157 1.944
11633.6264 1.5478
17840.1001 2.1955
14922.4496 1.8963
15082.2647 1.9129
21069.2817 2.5183
15560.3701 1.9625
6866.227 1.009
10104.372 1.3803
23149.0065 2.7224
24535.96 2.8573
46919.3601 4.9321
16877.5465 2.0976
20227.7721 2.4348
12418.6293 1.6323
9347.7418 1.2958
6940.9276 1.0178
5627.0565 0.8582
26969.9729 3.0915
16492.0354 2.0583
46936.0879 4.9336
58327.0837 5.9432
31400.0054 3.5111
3473.5617 0.5777
16841.2872 2.0939
37529.9609 4.0801
28358.7038 3.2239
34828.9319 3.8308
3191.6319 0.5385
45705.5189 4.8231
10803.6458 1.4574
18427.4914 2.2548
7960.5254 1.1376
10005.2832 1.3694
13497.3795 1.747
13150.6306 1.7104
18900.962 2.3024
33439.6366 3.7018
14451.3094 1.8473
27938.2229 3.1839
24495.6841 2.8533
8119.599 1.156
30525.6841 3.4289
15132.3814 1.9182
36232.3343 3.9606
30792.3413 3.4539
48287.5261 5.0545
15811.4362 1.9884
52007.8499 5.3858
29342.494 3.3171
28266.1304 3.2151
62112.1074 6.274
38884.0774 4.2043
25519.6853 2.9522
15396.8802 1.9455
3781.3113 0.6198
27085.0131 3.1025
12275.8614 1.6171
57416.6884 5.8632
37254.797 4.0549
20588.4104 2.4707
10528.7663 1.4272
68376.9671 6.8175
5611.7617 0.8563
13677.463 1.766
19405.1434 2.3529
15294.4721 1.9349
29338.2674 3.3167
18980.7057 2.3104
56881.8282 5.8163
28366.0692 3.2245
44684.7776 4.7312
19936.2929 2.4059
36976.607 4.0293
28147.3136 3.2037
6947.6501 1.0187
2027.1289 0.3674
38792.3237 4.1959
13239.3044 1.7197
16300.7587 2.0387
12680.6065 1.6603
27013.89 3.0957
24743.673 2.8773
25724.3044 2.972
14774.4248 1.8809
7366.0654 1.0681
10135.0344 1.3838
17003.0736 2.1105
27570.9538 3.1488
49064.4574 5.1239
11919.6892 1.5788
8659.0354 1.2179
12739.675 1.6666
40101.0032 4.3155
14153.172 1.816
33000.9032 3.6608
4757.1863 0.7483
14198.0209 1.8208
22315.7685 2.641
29508.448 3.3329
35999.432 3.9392
37343.9551 4.063
20289.1586 2.4409
26284.1798 3.0257
52363.0471 5.4173
23938.9193 2.7994
15372.7179 1.943
13116.696 1.7067
19218.226 2.3342
91929.4015 8.8234
20127.1949 2.4249
11222.8305 1.5032
34541.0585 3.8041
20231.7966 2.4352
6022.7985 0.9071
15406.5468 1.9466
22365.7481 2.6458
67657.1378 6.7553
27456.7014 3.138
34530.2821 3.8032
7161.7524 1.044
4542.9499 0.7207
23877.1613 2.7934
13909.2855 1.7905
23064.9863 2.7142
26465.5851 3.0431
20740.7887 2.4857
18640.1402 2.2761
48731.8074 5.0942
13842.7155 1.7834
38055.9129 4.1284
20302.2443 2.4423
12082.2138 1.5962
29410.1301 3.3236
28248.2513 3.2134
23921.4191 2.7976
50231.1416 5.2279
28207.2399 3.2094
17417.8916 2.1526
26736.9472 3.0692
73334.9294 7.2443
77309.0668 7.5846
39088.4264 4.223
49718.1219 5.1822
18849.1545 2.2971
10673.3339 1.4431
70346.7773 6.9874
31190.1931 3.4914
8472.6809 1.1966
21305.2232 2.5415
102537.1595 9.7118
9037.5106 1.2609
52773.8045 5.4538
22429.0092 2.6521
17120.8804 2.1225
9101.1729 1.268
23558.4168 2.7624
85518.1551 8.2825
10609.6454 1.4362
23763.9934 2.7824
9508.0257 1.3138
18338.1653 2.2458
29405.9023 3.3232
5714.9666 0.8691
39031.59 4.2179
69524.135 6.9165
39678.1044 4.277
22599.5262 2.6688
11520.0849 1.5355
20877.1528 2.4992
41970.4778 4.4856
12818.5029 1.675
24195.4399 2.8243
21113.8094 2.5227
32648.4888 3.6279
53800.99 5.5446
7964.8401 1.1381
14725.4544 1.8759
4803.868 0.7543
16382.6933 2.0471
57619.3819 5.8811
40711.0289 4.3712
41256.0848 4.4207
23250.5 2.7323
8752.9337 1.2286
37427.699 4.0708
14391.0297 1.841
22036.5714 2.6136
34981.0676 3.8449
9070.2157 1.2646
25217.8201 2.9232
10455.2515 1.4191
58558.6105 5.9634
38462.6503 4.1658
28981.3922 3.283
26511.483 3.0476
37131.9727 4.0435
51481.7144 5.3392
29017.2663 3.2864
31723.0428 3.5413
42482.0545 4.532
16669.9485 2.0764
18129.9831 2.2247
22393.2943 2.6486
37969.8306 4.1205
41854.8064 4.4752
10337.4541 1.4062
3731.0985 0.6129
22827.4933 2.6911
19170.2888 2.3293
16075.7595 2.0156
7015.7876 1.0268
85082.3256 8.2455
7935.5087 1.1346
15265.5078 1.932
11503.4849 1.5337
15209.5342 1.9262
28024.3572 3.1921
13545.68 1.7522
9187.9555 1.2778
43524.9285 4.6265
16345.62 2.0433
41340.7723 4.4284
10261.464 1.3978
51108.0096 5.306
52129.6039 5.3967
25833.4515 2.9825
5659.2843 0.8622
38161.6391 4.1382
14186.568 1.8196
14251.487 1.8263
19713.5647 2.3836
18971.7321 2.3095
28051.675 3.1947
81440.3887 7.9366
11909.4858 1.5776
16792.3066 2.089
34853.743 3.8331
15380.4492 1.9439
89092.2155 8.5845
20544.0383 2.4663
11918.7616 1.5787
35260.724 3.8708
44319.9613 4.6982
50042.4843 5.2111
24792.2757 2.8821
42661.929 4.5484
16154.6015 2.0236
37583.2802 4.085
28056.9288 3.1951
28354.4951 3.2235
13183.6361 1.7139
43869.1032 4.6575
49921.2436 5.2004
4727.6717 0.7446
35480.0952 3.8912
13310.1239 1.7272
4108.9509 0.6636
37322.207 4.061
29090.0866 3.2933
35006.9707 3.8474
46837.9606 4.9248
7267.5837 1.0566
9132.1494 1.2715
39063.2861 4.2207
7914.8167 1.1322
24843.9945 2.887
8674.8182 1.2196
12896.4705 1.6833
15115.0304 1.9163
74177.9261 7.3167
3940.2839 0.6411
43563.6472 4.63
8146.4581 1.159
12339.28 1.6239
30744.5134 3.4495
17700.8443 2.1814
60724.2088 6.1529
23623.1478 2.7687
60957.7947 6.1734
8599.4599 1.211
25624.5651 2.9623
12479.3649 1.6388
13267.6249 1.7228
41440.8823 4.4375
28060.0811 3.1955
14936.8798 1.8979
12233.923 1.6125
6586.5054 0.9755
50015.5393 5.2088
20121.1625 2.4242
19453.1636 2.3577
42258.1559 4.5118
25557.0618 2.9558
8147.3248 1.1591
28607.1551 3.2475
35351.479 3.8792
7485.2647 1.0821
19331.1453 2.3455
7463.9519 1.0796
12348.6108 1.6248
57403.0262 5.862
47964.3771 5.0256
17120.8804 2.1225
3661.1958 0.6035
10981.7833 1.4769
55583.1925 5.702
35316.9025 3.8761
54415.5432 5.599
7536.4635 1.0881
18569.5495 2.2691
27979.1851 3.1877
13367.7688 1.7333
22490.2527 2.658
22909.3501 2.6991
22635.2853 2.6723
11959.5897 1.5831
47753.1683 5.0068
18122.0592 2.2239
35590.3808 3.9013
40132.7956 4.3185
24330.541 2.8373
9892.8937 1.3568
7133.8639 1.0408
42982.1564 4.5774
12880.4949 1.6817
9750.2632 1.341
21962.2676 2.6063
8567.076 1.2073
26095.6471 3.0076
30835.9257 3.4581
13836.0613 1.7828
11145.7445 1.4949
20260.9779 2.4381
32518.9914 3.6159
25989.4792 2.9975
14619.9186 1.8648
25768.9955 2.9762
23444.4247 2.7513
33018.0534 3.6625
140062.3614 12.8009
27720.9354 3.1631
18902.955 2.3026
24380.0685 2.8422
18302.4524 2.2422
14953.2367 1.8996
15203.7456 1.9256
13067.7046 1.7015
74153.4284 7.3145
17291.9139 2.1399
11735.3267 1.5589
65786.8867 6.5934
65656.536 6.5822
23215.637 2.729
29569.7851 3.3386
31514.0356 3.5217
95734.8905 9.1431
33894.1073 3.7441
10835.5821 1.4609
72104.091 7.1387
14402.5085 1.8421
15145.8788 1.9196
32277.2857 3.5932
85594.9471 8.2889
18071.5561 2.2189
32497.5928 3.6138
33938.1961 3.7481
34588.479 3.8085
85807.6331 8.307
15315.718 1.9371
18229.0744 2.2348
37247.187 4.0541
7835.5931 1.1231
10687.9006 1.4447
37392.8938 4.0675
29551.8054 3.3369
17363.744 2.1471
63290.3353 6.3766
104216.2512 9.8516
13448.1604 1.7418
16883.4275 2.0983
27903.5686 3.1806
22335.1465 2.6429
40712.127 4.3712
56097.516 5.7473
38408.0994 4.1608
45807.8399 4.8323
53140.8283 5.4863
5314.8679 0.8193
23930.6837 2.7986
31968.5184 3.5644
34727.5512 3.8215
25248.9186 2.9261
48997.2363 5.118
40903.245 4.3887
73644.9755 7.271
14493.4329 1.8517
10531.4908 1.4276
17259.4572 2.1366
41403.4754 4.4341
68906.2972 6.8632
4111.9633 0.6641
33735.0137 3.7292
4689.6716 0.7397
37176.5319 4.0476
85612.6692 8.2904
20769.0614 2.4886
27303.7603 3.1233
17441.5274 2.1551
14540.3658 1.8565
5710.1201 0.8686
6616.4533 0.979
41099.9584 4.4066
10328.4025 1.4051
9712.6492 1.3368
29896.8279 3.3695
20656.0027 2.4773
15293.5065 1.9348
22244.3954 2.634
25110.0506 2.9127
26140.4208 3.012
43307.0672 4.6067
25439.765 2.9446
16990.3184 2.1092
54889.1036 5.6407
15045.6572 1.9091
15407.5135 1.9466
19977.4659 2.4099
20485.5682 2.4604
33319.426 3.6905
76572.8649 7.5217
23224.8647 2.7298
24293.4041 2.8338
34892.5821 3.8367
17295.8486 2.1402
20579.3332 2.4697
14222.8405 1.8234
18272.6994 2.2391
11213.6488 1.5023
27248.2673 3.1181
11425.1512 1.5252
11883.5199 1.5749
11800.1227 1.5658
53336.3035 5.5035
6932.5263 1.0169
6327.2857 0.9442
24266.5877 2.8312
23670.4266 2.7732
39726.2851 4.2813
37352.6548 4.0639
14533.6596 1.8558
18547.6842 2.2668
23129.5348 2.7205
62769.8608 6.3313
41087.8669 4.4055
22800.8983 2.6885
27445.1746 3.1368
13248.7435 1.7208
29253.751 3.3087
20060.8526 2.4183
23021.9674 2.71
18371.9033 2.2492
23257.6786 2.733
17724.5362 2.1837
12522.3766 1.6435
22168.9777 2.6265
30732.8235 3.4484
39730.6655 4.2817
20631.787 2.475
3745.8517 0.6149
75443.4669 7.425
9204.7981 1.2797
23453.6645 2.7521
25461.5582 2.9466
115104.6967 10.7546
56691.9024 5.7995
7564.6515 1.0915
20651.9665 2.4769
11138.4077 1.4941
39018.4752 4.2166
40714.3232 4.3715
62998.451 6.3513
19934.2847 2.4057
8512.8623 1.2011
28792.6166 3.2651
22237.2598 2.6332
46824.5813 4.9235
31338.2155 3.5053
12609.4094 1.6527
16377.8145 2.0465
71676.018 7.1018
17062.9436 2.1166
20651.9665 2.4769
70099.5423 6.9661
29609.98 3.3424
22373.9094 2.6467
13885.5046 1.7879
19957.38 2.408
53104.6791 5.4831
17289.9465 2.1397
48528.0788 5.0761
24248.0247 2.8293
12465.3447 1.6374
10790.8759 1.4561
18839.1939 2.2961
20647.9304 2.4766
78503.0674 7.6864
25245.8085 2.9259
15722.1842 1.9791
29825.8781 3.3628
40864.7937 4.3852
34467.7872 3.7973
23512.1949 2.7578
30170.2306 3.3954
24485.3583 2.8523
40194.1959 4.324
26348.8001 3.032
4502.9699 0.7155
28152.5696 3.2043
8592.456 1.2103
11273.3528 1.5088
33389.1848 3.697
29346.7207 3.3176
22017.2288 2.6117
91486.1172 8.7861
58531.2332 5.9611
41161.5216 4.4121
71430.6799 7.0808
19929.2645 2.4051
3844.2831 0.6282
33232.5201 3.6824
8861.9842 1.2409
50199.6936 5.2252
24195.4399 2.8243
5394.5605 0.8293
28280.8555 3.2165
110157.5781 10.3453
28117.882 3.201
20816.5312 2.4933
49978.4924 5.2054
20074.9226 2.4196
16925.5835 2.1025
19859.0003 2.3981
18336.181 2.2456
82431.4048 8.0207
41087.8669 4.4055
28690.3836 3.2553
44703.6371 4.7329
13910.2369 1.7906
16286.1341 2.0372
15390.1142 1.9448
40494.7693 4.3514
10292.21 1.4011
29824.8193 3.3628
48931.1449 5.112
14027.334 1.8029
13470.8733 1.7443
25266.5433 2.9278
17154.281 2.1258
11584.6789 1.5426
51673.1775 5.3562
27831.127 3.1736
102639.1144 9.7203
91211.6806 8.763
24950.5795 2.8973
48129.8366 5.0404
17746.2577 2.186
55471.9887 5.6921
6362.7727 0.9485
28513.4277 3.2386
16941.2734 2.1042
4717.5837 0.7432
18799.3588 2.2921
19703.5402 2.3826
20398.9139 2.4518
79681.0758 7.7869
13727.7649 1.7713
88743.7297 8.555
22678.2064 2.6764
15740.6104 1.981
17243.7238 2.1349
35090.0918 3.855
15279.0234 1.9333
27335.1777 3.1263
14371.9017 1.839
68240.3531 6.8057
22734.4291 2.682
42354.0965 4.5205
36568.4514 3.9916
90515.8037 8.7044
20584.3761 2.4703
21841.2158 2.5943
48608.664 5.0832
12413.0254 1.6318
154374.8921 13.962
16282.2345 2.0368
8027.0214 1.1453
69594.8771 6.9226
44403.0977 4.7058
13705.9321 1.7691
21823.9301 2.5926
54275.1411 5.5865
11559.7568 1.5398
21703.9989 2.5808
16419.7793 2.0509
35961.5341 3.9356
31557.7427 3.5259
16099.114 2.0179
28330.2966 3.2212
19907.1777 2.403
16266.6376 2.0351
15207.6046 1.926
4087.1254 0.6607
26611.6592 3.0572
7056.2271 1.0315
25072.7598 2.9091
33730.7151 3.7288
36118.5696 3.9501
12428.9042 1.6335
24984.7407 2.9007
21067.2581 2.5181
98602.0783 9.3832
51241.9257 5.3178
42955.6449 4.575
10105.2736 1.3804
6942.6081 1.018
14765.7811 1.88
33086.6647 3.6688
14408.2485 1.8428
31910.8646 3.5589
32157.5827 3.5821
23795.8789 2.7854
7803.7745 1.1194
36622.6974 3.9966
5572.3573 0.8515
57899.6253 5.9056
80472.7583 7.8543
5482.5077 0.8403
24030.5659 2.8083
7723.9079 1.11
14130.2791 1.8136
4932.7407 0.7709
69584.4393 6.9218
9249.1476 1.2848
25553.9469 2.9556
12311.2945 1.6208
15571.9889 1.9636
26829.9176 3.0781
19055.5089 2.3178
18718.7301 2.2841
12524.2472 1.6437
11987.4404 1.586
10067.4186 1.3762
17440.5424 2.1549
11792.7144 1.5651
20506.7357 2.4625
15545.8485 1.9609
8965.9887 1.2528
103928.0454 9.8277
20346.5432 2.4466
15854.1492 1.9928
39002.0824 4.2152
20966.1085 2.508
48884.1026 5.1079
11455.5523 1.5286
39950.8496 4.3018
13163.8312 1.7118
27560.4695 3.1479
24279.9954 2.8325
16247.1446 2.0332
34277.1525 3.7797
56515.6806 5.784
24978.5291 2.9
19844.9517 2.3967
3174.5431 0.5362
7297.2707 1.06
27696.8056 3.1608
37964.3831 4.12
23100.8436 2.7178
6418.146 0.9552
32336.088 3.5987
31724.1096 3.5415
17605.1373 2.1717
15130.4534 1.918
60129.1902 6.101
17086.5076 2.1189
22510.6722 2.6601
17239.7908 2.1345
30199.9206 3.3981
29231.5705 3.3066
54753.1109 5.6288
23135.6835 2.7212
16878.5266 2.0978
18945.8119 2.3068
29380.537 3.3207
9019.8412 1.2589
16201.3501 2.0284
2127.0525 0.3827
43207.5763 4.5977
13724.9168 1.7711
37289.5875 4.058
29996.4043 3.379
10314.8277 1.4037
12777.2022 1.6706
66195.4001 6.6288
39354.1509 4.2473
14821.4986 1.8859
12388.7467 1.6292
14998.4732 1.9042
53183.7588 5.4901
9461.6709 1.3087
17495.7106 2.1606
43533.7781 4.6273
20032.7167 2.4154
19213.2317 2.3337
53065.1437 5.4795
22677.1843 2.6763
29833.2898 3.3636
13380.0589 1.7347
19070.4746 2.3194
58891.8023 5.9927
23336.6622 2.7407
34638.0631 3.8131
47510.7909 4.9851
32704.1594 3.6332
37280.8895 4.0572
88321.9098 8.5195
34917.3985 3.839
13812.3004 1.7803
35734.2443 3.9146
10676.0649 1.4434
35923.6409 3.9322
2365.2198 0.4189
37658.3772 4.0919
36705.1689 4.0042
17970.6115 2.2087
43843.6397 4.6552
35205.6359 3.8657
19210.2352 2.3333
9494.6499 1.3123
1680.0651 0.3125
9200.3653 1.2792
8898.9771 1.2451
24276.9012 2.8321
45087.6684 4.7675
42548.2563 4.5381
2943.0494 0.5033
14251.487 1.8263
34475.329 3.798
32587.4782 3.6223
53005.2816 5.4742
13296.8997 1.7259
44993.2927 4.7589
88990.2654 8.5759
21335.6282 2.5446
12674.0461 1.6597
41402.3753 4.4341
14668.834 1.87
35618.4992 3.904
37905.5558 4.1147
22493.3155 2.6583
63774.4121 6.4188
16936.3701 2.1037
28078.9961 3.1972
67590.0519 6.7496
47508.5576 4.9848
16254.9414 2.0339
10387.2628 1.4117
3754.7098 0.6161
34782.5513 3.8266
36647.6536 3.9989
25132.843 2.915
62074.2467 6.2707
61158.2442 6.1909
20285.1324 2.4405
36868.0042 4.0193
16030.0385 2.0109
7561.2337 1.0911
13723.0182 1.7709
17301.751 2.1408
17280.1104 2.1387
42658.6177 4.548
3907.4813 0.6368
44267.8712 4.6936
20455.3341 2.4575
5803.9677 0.8801
84009.5227 8.1547
28194.6225 3.2083
35017.7644 3.8483
10204.5364 1.3915
32305.0816 3.5958
14358.5144 1.8376
13470.8733 1.7443
19691.5118 2.3815
10039.4943 1.3732
16358.3016 2.0446
21285.9698 2.5396
14059.7298 1.8062
21912.4117 2.6014
43107.0055 4.5887
39404.4754 4.2519
29082.698 3.2925
38076.6195 4.1303
5537.0229 0.847
15020.6179 1.9065
13895.9674 1.7891
28968.732 3.2818
47476.1762 4.982
75195.8104 7.4039
36038.4174 3.9428
12215.2914 1.6105
39920.169 4.2991
35721.2614 3.9135
123565.8633 11.4518
16093.2749 2.0173
7932.9217 1.1343
9692.0622 1.3344
21884.9467 2.5987
21513.1094 2.5621
26296.6854 3.0269
17866.7843 2.1982
20791.2795 2.4907
51798.2311 5.3673
23476.2529 2.7544
24612.4047 2.8647
30484.2767 3.4249
16306.6091 2.0393
